,ROUTEID,FROMMEASURE,TOMEASURE,XCOORD,YCOORD,ADDTOGIS,ARMSTYLE_DESC,ASSETSTATUS_DESC,ASSETTYPE,FACILITYID,LIGHTTYPE_DESC,POLEHEIGHT_DESC,STREETLIGHTID,WATTAGE1,MAXTEMP,HUMIDITY,WINDSPEED,date_timestamp,day,month,year
11933,11064282,2076.815225,2097.802474,398491,135038,2007/06/04 00:00:00+00,Simple Teardrop,Active,1,21606,HPS-High Pressure Sodium,30 ft,21606,250,33,84,8.5,2007-06-04 00:00:00+00:00,4,6,2007
11936,11002702,649.7430894,706.926355,396992,141103,2007/06/05 00:00:00+00,Regular Alley,Active,2,4J111,HPS-High Pressure Sodium,28 ft,4J111,100,34,86,8.5,2007-06-05 00:00:00+00:00,5,6,2007
11937,11002302,2085.2799,2140.484405,396710,142021,2007/05/15 00:00:00+00,WP Arm with Guy,Active,1,4F049DC,HPS-High Pressure Sodium,35 ft,4F049DC,250,32,84,9.672,2007-05-15 00:00:00+00:00,15,5,2007
11938,11031782,0,66.83870633,396400,141213,2007/05/17 00:00:00+00,WP Arm with Guy,Active,1,4F249DC,INC-Incandescent,35 ft,4F249DC,295,33,86,6.9,2007-05-17 00:00:00+00:00,17,5,2007
11939,11002602,583.3972002,674.6089,396323,142065,2007/05/18 00:00:00+00,WP Arm with Guy,Active,1,4F443DC,LED-Light Emitting Diode,35 ft,4F443DC,110,33,86,6.9,2007-05-18 00:00:00+00:00,18,5,2007
11940,12051803,2869.584008,2987.16806,396893,141582,2007/05/21 00:00:00+00,Regular Alley,Active,2,4F722DC,HPS-High Pressure Sodium,35 ft,4F722DC,70,33,85,8.1,2007-05-21 00:00:00+00:00,21,5,2007
11941,12061622,871.4583718,942.7503569,396675,142543,2007/05/17 00:00:00+00,WP Arm with Guy,Active,1,4F342DC,HPS-High Pressure Sodium,35 ft,4F342DC,250,34,74,22.2,2007-05-17 00:00:00+00:00,17,5,2007
11942,12062462,696.1525816,849.7790113,397107,142100,2007/05/20 00:00:00+00,Regular Alley,Active,2,4F607DC,HPS-High Pressure Sodium,35 ft,4F607DC,70,33,79,14.1,2007-05-20 00:00:00+00:00,20,5,2007
11943,36000012,0,30.27,396707,142204,2007/05/18 00:00:00+00,Regular Alley,Active,2,4F455DC,INC-Incandescent,35 ft,4F455DC,189,34,75,15.7,2007-05-18 00:00:00+00:00,18,5,2007
11944,11056552,166.1951793,194.275025,396800,142258,2007/05/15 00:00:00+00,WP Arm with Guy,Active,1,4F011DC,INC-Incandescent,35 ft,4F011DC,295,34,84,11.1,2007-05-15 00:00:00+00:00,15,5,2007
11945,11056552,194.275025,219.6825768,396461,142017,2007/05/16 00:00:00+00,Regular Alley,Active,2,4F058DC,HPS-High Pressure Sodium,35 ft,4F058DC,70,33,82,9.3,2007-05-16 00:00:00+00:00,16,5,2007
11946,11057912,796.3232653,806.3050013,397912,138461,2007/06/12 00:00:00+00,Simple Pendant,Active,1,25414,HPS-High Pressure Sodium,30 ft,25414,400,33,80,11.7,2007-06-12 00:00:00+00:00,12,6,2007
11948,11072862,5389.534632,5454.043604,397615,138352,2007/06/11 00:00:00+00,Simple Pendant,Active,1,25356,HPS-High Pressure Sodium,30 ft,25356,400,33,88,6.7,2007-06-11 00:00:00+00:00,11,6,2007
11949,11075462,1808.233932,1836.648304,397752,137932,2007/06/11 00:00:00+00,Simple Pendant,Active,1,25324,HPS-High Pressure Sodium,30 ft,25324,250,32,87,8,2007-06-11 00:00:00+00:00,11,6,2007
11950,36001442,0,99.658,397751,137809,2007/06/11 00:00:00+00,Simple Pendant,Active,1,25322,HPS-High Pressure Sodium,30 ft,25322,250,32,90,6.3,2007-06-11 00:00:00+00:00,11,6,2007
11951,11001202,2130.224086,2189.528193,397738,137326,2007/06/11 00:00:00+00,Simple Pendant,Active,1,2A089,HPS-High Pressure Sodium,30 ft,2A089,250,33,84,4.1,2007-06-11 00:00:00+00:00,11,6,2007
11952,12069742,103.6236165,223.8349,397473,144122,2007/05/29 00:00:00+00,Wood pole Truss,Active,1,4N809DC,HPS-High Pressure Sodium,35 ft,4N809DC,250,33,81,9.6,2007-05-29 00:00:00+00:00,29,5,2007
11959,11056552,161.2589593,166.1951793,390935,139979,2007/06/22 00:00:00+00,Simple Pendant,Active,1,30575,HPS-High Pressure Sodium,30 ft,30575,250,34,80,9.6,2007-06-22 00:00:00+00:00,22,6,2007
11960,36005162,0,64.642,390852,140075,2007/06/22 00:00:00+00,Simple Pendant,Active,1,30579,HPS-High Pressure Sodium,30 ft,30579,250,33,72,16.1,2007-06-22 00:00:00+00:00,22,6,2007
11968,12033022,71.31011863,221.224207,396564,142421,2007/05/17 00:00:00+00,WP Arm with Guy,Active,1,4F337DC,HPS-High Pressure Sodium,35 ft,4F337DC,250,34,78,9.8,2007-05-17 00:00:00+00:00,17,5,2007
11969,11031202,279.39077,307.8886427,396833,142017,2007/05/18 00:00:00+00,Simple Pendant,Active,1,4F484,LED-Light Emitting Diode,28 ft,4F484,110,33,78,9.3,2007-05-18 00:00:00+00:00,18,5,2007
11970,11075462,1836.648304,1892.2672,397874,143130,2007/07/25 00:00:00+00,Regular Alley,Active,2,4M587,HPS-High Pressure Sodium,28 ft,4M587,100,34,80,12.2,2007-07-25 00:00:00+00:00,25,7,2007
11971,11064282,2028.102813,2076.815225,396900,134575,2007/07/06 00:00:00+00,Simple Pendant,Active,1,28603,LED-Light Emitting Diode,40 ft,28603,215,34,80,13.9,2007-07-06 00:00:00+00:00,6,7,2007
11972,11001502,2383.816402,2429.263826,397637,135376,2007/07/15 00:00:00+00,Simple Teardrop,Active,1,68649,HPS-High Pressure Sodium,30 ft,68649,400,35,76,15.2,2007-07-15 00:00:00+00:00,15,7,2007
11973,11001602,1104.97677,1151.12152,396447,134359,2007/07/06 00:00:00+00,Simple Pendant,Active,7,28606,LED-Light Emitting Diode,30 ft,28606,215,35,74,17.4,2007-07-06 00:00:00+00:00,6,7,2007
11977,11001702,2324.927584,2369.723068,397219,138130,2007/06/10 00:00:00+00,Simple Teardrop,Active,1,25058,LED-Light Emitting Diode,28 ft,25058,150,33,77,12.2,2007-06-10 00:00:00+00:00,10,6,2007
11979,11000602,1950.269982,1993.946334,397245,137602,2007/06/26 00:00:00+00,Simple Pendant,Active,1,27068,HPS-High Pressure Sodium,30 ft,27068,400,33,75,14.6,2007-06-26 00:00:00+00:00,26,6,2007
11980,11056552,123.2618672,145.1016901,397274,137522,2007/06/26 00:00:00+00,Simple Pendant,Active,1,27064,HPS-High Pressure Sodium,30 ft,27064,400,33,74,11.9,2007-06-26 00:00:00+00:00,26,6,2007
11982,12067082,41.43273155,190.3918479,397182,137543,2007/06/26 00:00:00+00,Simple Pendant,Active,1,27058,HPS-High Pressure Sodium,30 ft,27058,400,33,74,22,2007-06-26 00:00:00+00:00,26,6,2007
11984,11032892,61.29351175,134.9716388,396227,138134,2007/06/25 00:00:00+00,Simple Pendant,Active,1,26999,HPS-High Pressure Sodium,30 ft,26999,400,32,79,13.7,2007-06-25 00:00:00+00:00,25,6,2007
11985,11057912,738.8650927,767.5296196,396238,138326,2007/06/25 00:00:00+00,Simple Pendant,Active,1,26993,HPS-High Pressure Sodium,30 ft,26993,400,32,81,26.3,2007-06-25 00:00:00+00:00,25,6,2007
11986,11031202,307.8886427,336.6576599,400250,142275,2007/05/09 00:00:00+00,WP Arm with Guy,Active,1,51098DC,HPS-High Pressure Sodium,35 ft,51098DC,100,33,80,16.1,2007-05-09 00:00:00+00:00,9,5,2007
11987,11056552,96.49705268,123.2618672,396938,142640,2007/05/20 00:00:00+00,Wood pole Truss,Active,1,4F701DC,HPS-High Pressure Sodium,35 ft,4F701DC,400,34,82,9.3,2007-05-20 00:00:00+00:00,20,5,2007
11988,11002302,2061.173152,2085.279641,398220,145213,2007/05/22 00:00:00+00,Simple Pendant,Active,1,4H426,HPS-High Pressure Sodium,30 ft,4H426,250,34,83,9.3,2007-05-22 00:00:00+00:00,22,5,2007
11989,11090022,0,75.68594115,396431,142070,2007/05/17 00:00:00+00,WP Arm with Guy,Active,1,4F372DC,HPS-High Pressure Sodium,35 ft,4F372DC,150,33,80,15.6,2007-05-17 00:00:00+00:00,17,5,2007
11990,11094052,755.366,832.585,397050,141970,2007/05/20 00:00:00+00,Regular Alley,Active,2,4F613DC,HPS-High Pressure Sodium,35 ft,4F613DC,150,33,75,15.7,2007-05-20 00:00:00+00:00,20,5,2007
11991,12031982,2580.892013,2652.642219,397659,144418,2007/05/21 00:00:00+00,Simple Pendant,Active,1,4H397,HPS-High Pressure Sodium,30 ft,4H397,400,33,73,15.6,2007-05-21 00:00:00+00:00,21,5,2007
11992,12025932,54.36914992,102.5032392,398115,144442,2007/05/18 00:00:00+00,WP Arm with Guy,Active,1,4H234DC,HPS-High Pressure Sodium,35 ft,4H234DC,100,33,75,19.6,2007-05-18 00:00:00+00:00,18,5,2007
11993,11090022,75.68594115,89.25660793,398150,144931,2007/05/22 00:00:00+00,WP Arm with Guy,Active,1,4H479DC,INC-Incandescent,35 ft,4H479DC,295,32,75,21.7,2007-05-22 00:00:00+00:00,22,5,2007
11994,11072862,5454.043604,5516.376669,398109,144625,2007/05/17 00:00:00+00,Regular Alley,Active,2,4H200DC,INC-Incandescent,35 ft,4H200DC,189,32,73,17.8,2007-05-17 00:00:00+00:00,17,5,2007
11995,11090022,89.25660793,128.6302906,397234,135114,2007/06/06 00:00:00+00,Simple Pendant,Active,1,21919,HPS-High Pressure Sodium,30 ft,21919,250,32,77,13,2007-06-06 00:00:00+00:00,6,6,2007
12000,11092562,0,34.8114419,398016,143590,2007/05/22 00:00:00+00,WP Arm with Guy,Active,1,4N190DC,HPS-High Pressure Sodium,35 ft,4N190DC,150,34,77,17.6,2007-05-22 00:00:00+00:00,22,5,2007
12001,11030942,0,51.02458476,396517,134176,2007/07/06 00:00:00+00,Simple Pendant,Active,7,28613,LED-Light Emitting Diode,30 ft,28613,215,32,78,17,2007-07-06 00:00:00+00:00,6,7,2007
12002,11092562,34.8114419,50.6036,396571,134470,2007/07/06 00:00:00+00,Simple Pendant,Active,7,28598,LED-Light Emitting Diode,30 ft,28598,215,32,74,19.1,2007-07-06 00:00:00+00:00,6,7,2007
12003,11090022,209.3952914,280.9285273,396222,134053,2007/07/06 00:00:00+00,Simple Pendant,Active,7,28585,LED-Light Emitting Diode,30 ft,28585,215,32,70,23,2007-07-06 00:00:00+00:00,6,7,2007
12004,11090022,280.9285273,390.6803956,397666,135290,2007/07/15 00:00:00+00,Simple Teardrop,Active,1,68647,HPS-High Pressure Sodium,30 ft,68647,400,32,71,22.2,2007-07-15 00:00:00+00:00,15,7,2007
12007,11003102,745.5727986,798.1549619,397301,137715,2007/06/13 00:00:00+00,Simple Pendant,Active,1,25615,HPS-High Pressure Sodium,30 ft,25615,400,32,72,13.7,2007-06-13 00:00:00+00:00,13,6,2007
12011,12017552,0,32.29811114,397071,141500,2007/06/11 00:00:00+00,Regular Alley,Active,2,4J698,HPS-High Pressure Sodium,28 ft,4J698,70,33,79,18.5,2007-06-11 00:00:00+00:00,11,6,2007
12012,11003502,407.1970785,517.346183,396061,141793,2007/05/17 00:00:00+00,WP Arm with Guy,Active,1,4F313DC,HPS-High Pressure Sodium,35 ft,4F313DC,250,31,76,17.6,2007-05-17 00:00:00+00:00,17,5,2007
12013,11057912,712.2630125,738.8650927,397665,138019,2007/06/11 00:00:00+00,Simple Pendant,Active,1,25253,HPS-High Pressure Sodium,30 ft,25253,400,31,73,15.7,2007-06-11 00:00:00+00:00,11,6,2007
12015,11090022,390.6814,438.4541443,397040,142257,2007/05/15 00:00:00+00,WP Arm with Guy,Active,1,4F003DC,HPS-High Pressure Sodium,35 ft,4F003DC,150,32,78,23.9,2007-05-15 00:00:00+00:00,15,5,2007
12016,12032172,0,57.12142983,395918,141478,2007/05/16 00:00:00+00,Wood pole Truss,Active,1,4F199DC,INC-Incandescent,35 ft,4F199DC,295,33,81,22,2007-05-16 00:00:00+00:00,16,5,2007
12017,11090022,575.9596202,610.3043,396454,142200,2007/05/18 00:00:00+00,WP Arm with Guy,Active,1,4F438DC,LED-Light Emitting Diode,35 ft,4F438DC,110,31,80,14.8,2007-05-18 00:00:00+00:00,18,5,2007
12018,11090022,536.4908679,575.9596202,396679,141879,2007/05/16 00:00:00+00,Regular Alley,Active,2,4F068DC,INC-Incandescent,35 ft,4F068DC,295,31,79,16.1,2007-05-16 00:00:00+00:00,16,5,2007
12019,11090022,438.4541443,536.4908679,396658,142021,2007/05/15 00:00:00+00,WP Arm with Guy,Active,1,4F051DC,INC-Incandescent,35 ft,4F051DC,295,31,76,17.4,2007-05-15 00:00:00+00:00,15,5,2007
12020,11056552,287.3695577,315.0939504,396735,142105,2007/05/18 00:00:00+00,Regular Alley,Active,2,4F457DC,MV-Mercury Vapor,35 ft,4F457DC,175,32,76,16.5,2007-05-18 00:00:00+00:00,18,5,2007
12021,11068382,1722.1051,1772.410362,396614,141516,2007/05/18 00:00:00+00,Regular Alley,Active,2,4F524DC,INC-Incandescent,35 ft,4F524DC,189,31,76,20.9,2007-05-18 00:00:00+00:00,18,5,2007
12022,12084222,213.8567086,229.0558849,396624,141466,2007/05/18 00:00:00+00,Regular Alley,Active,2,4F525DC,INC-Incandescent,35 ft,4F525DC,189,30,75,20,2007-05-18 00:00:00+00:00,18,5,2007
12023,11068382,3503.170192,3537.116562,396076,141812,2007/05/17 00:00:00+00,WP Arm with Guy,Active,1,4F314DC,HPS-High Pressure Sodium,35 ft,4F314DC,250,30,75,16.9,2007-05-17 00:00:00+00:00,17,5,2007
12024,11068382,3250.700244,3503.170192,396809,141677,2007/05/16 00:00:00+00,Wood pole Truss,Active,1,4F156DC,HPS-High Pressure Sodium,35 ft,4F156DC,150,32,76,15.6,2007-05-16 00:00:00+00:00,16,5,2007
12025,36001552,0,106.3836,396970,142340,2007/05/20 00:00:00+00,Simple Pendant,Active,1,4F659,LED-Light Emitting Diode,30 ft,4F659,110,33,78,21.5,2007-05-20 00:00:00+00:00,20,5,2007
12027,11068382,2040.771758,2089.452176,396609,134508,2007/07/06 00:00:00+00,Simple Pendant,Active,7,28599,LED-Light Emitting Diode,30 ft,28599,215,31,74,16.1,2007-07-06 00:00:00+00:00,6,7,2007
12028,11068382,1863.515644,1921.31135,396407,134253,2007/07/06 00:00:00+00,Simple Pendant,Active,7,28593,LED-Light Emitting Diode,30 ft,28593,215,32,78,25.7,2007-07-06 00:00:00+00:00,6,7,2007
12029,11068382,2089.452176,2171.080422,397184,134644,2007/07/15 00:00:00+00,Truss,Active,1,28638,LED-Light Emitting Diode,40 ft,28638,215,32,77,22.4,2007-07-15 00:00:00+00:00,15,7,2007
12030,11001502,2307.099529,2383.816402,402169,140685,2007/05/07 00:00:00+00,WP Arm with Guy,Active,1,54956DC,HPS-High Pressure Sodium,35 ft,54956DC,150,33,78,21.7,2007-05-07 00:00:00+00:00,7,5,2007
12031,11068382,2523.498416,2582.93629,402210,140248,2007/05/03 00:00:00+00,WP Arm with Guy,Active,1,5A366DC,HPS-High Pressure Sodium,35 ft,5A366DC,100,32,78,16.1,2007-05-03 00:00:00+00:00,3,5,2007
12032,11068382,2791.2812,2847.749039,395961,138444,2007/06/18 00:00:00+00,Simple Pendant,Active,1,24162,HPS-High Pressure Sodium,30 ft,24162,400,33,81,18.9,2007-06-18 00:00:00+00:00,18,6,2007
12034,11068382,2582.93629,2706.467693,395807,138978,2007/06/29 00:00:00+00,Simple Pendant,Active,1,24856,HPS-High Pressure Sodium,30 ft,24856,400,32,74,23.7,2007-06-29 00:00:00+00:00,29,6,2007
12036,11068382,1813.33723,1863.515644,395825,138149,2007/06/20 00:00:00+00,Simple Pendant,Active,1,24284,HPS-High Pressure Sodium,30 ft,24284,250,33,71,20,2007-06-20 00:00:00+00:00,20,6,2007
12041,11068382,2706.467693,2791.2802,398543,137863,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25836,HPS-High Pressure Sodium,30 ft,25836,250,35,79,17.2,2007-06-15 00:00:00+00:00,15,6,2007
12042,11031202,92.00563515,120.9422784,396102,138338,2007/06/28 00:00:00+00,Simple Pendant,Active,1,27375,HPS-High Pressure Sodium,30 ft,27375,400,31,76,23.2,2007-06-28 00:00:00+00:00,28,6,2007
12044,11068382,1559.896219,1607.364861,396650,137174,2007/06/27 00:00:00+00,Decorated Wrap,Active,1,27256,HPS-High Pressure Sodium,30 ft,27256,400,33,71,19.8,2007-06-27 00:00:00+00:00,27,6,2007
12046,11001702,2269.304317,2324.927584,396431,138312,2007/06/16 00:00:00+00,Simple Pendant,Active,1,26235,HPS-High Pressure Sodium,30 ft,26235,400,32,73,19.3,2007-06-16 00:00:00+00:00,16,6,2007
12047,11046472,76.03186777,118.8132684,397409,137194,2007/06/27 00:00:00+00,Decorated Wrap,Active,1,27289,HPS-High Pressure Sodium,30 ft,27289,400,33,75,16.5,2007-06-27 00:00:00+00:00,27,6,2007
12048,11068382,2923.280519,2956.999337,396100,138476,2007/06/16 00:00:00+00,Simple Pendant,Active,1,26221,HPS-High Pressure Sodium,30 ft,26221,400,34,78,16.9,2007-06-16 00:00:00+00:00,16,6,2007
12049,11068382,1607.364861,1650.690164,396810,137540,2007/06/19 00:00:00+00,Simple Pendant,Active,1,26415,HPS-High Pressure Sodium,30 ft,26415,250,33,80,13.5,2007-06-19 00:00:00+00:00,19,6,2007
12050,11068382,2260.058171,2319.496887,396930,137763,2007/06/19 00:00:00+00,Simple Pendant,Active,1,26373,HPS-High Pressure Sodium,30 ft,26373,400,33,76,13.3,2007-06-19 00:00:00+00:00,19,6,2007
12052,11068382,2956.999337,2999.40562,396621,138641,2007/06/15 00:00:00+00,Simple Pendant,Active,1,26140,HPS-High Pressure Sodium,30 ft,26140,400,34,80,13.3,2007-06-15 00:00:00+00:00,15,6,2007
12054,11024702,79.09449277,119.1503,396590,138630,2007/06/15 00:00:00+00,Simple Pendant,Active,1,26141,HPS-High Pressure Sodium,30 ft,26141,400,34,82,10.6,2007-06-15 00:00:00+00:00,15,6,2007
12055,11068382,1381.444835,1422.249,396242,138136,2007/06/16 00:00:00+00,Simple Pendant,Active,1,26290,HPS-High Pressure Sodium,30 ft,26290,400,34,79,16.1,2007-06-16 00:00:00+00:00,16,6,2007
12056,11068382,3102.405998,3186.856119,397507,135357,2007/06/06 00:00:00+00,Simple Pendant,Active,1,21947,HPS-High Pressure Sodium,30 ft,21947,400,30,78,25.7,2007-06-06 00:00:00+00:00,6,6,2007
12058,11068382,1250.50751,1293.923381,399034,135033,2007/06/05 00:00:00+00,Simple Pendant,Active,1,21710,HPS-High Pressure Sodium,30 ft,21710,250,35,78,13.3,2007-06-05 00:00:00+00:00,5,6,2007
12060,11002102,1828.046191,1946.968366,397559,137525,2007/06/11 00:00:00+00,Simple Pendant,Active,1,2A095,HPS-High Pressure Sodium,30 ft,2A095,400,32,78,25.6,2007-06-11 00:00:00+00:00,11,6,2007
12062,11068382,1512.474083,1559.896219,396223,136814,2007/06/19 00:00:00+00,Simple Pendant,Active,1,28167,LED-Light Emitting Diode,30 ft,28167,215,33,76,22.4,2007-06-19 00:00:00+00:00,19,6,2007
12063,11068382,1650.690164,1692.084609,396390,136941,2007/06/19 00:00:00+00,Simple Pendant,Active,1,28153,LED-Light Emitting Diode,30 ft,28153,215,34,76,18.5,2007-06-19 00:00:00+00:00,19,6,2007
12064,11001202,2059.371668,2130.224086,395818,138244,2007/07/23 00:00:00+00,Simple Pendant,Active,1,24406,HPS-High Pressure Sodium,30 ft,24406,400,34,80,19.1,2007-07-23 00:00:00+00:00,23,7,2007
12065,11068382,1340.121429,1345.930497,395944,137984,2007/07/21 00:00:00+00,Decorated Wrap,Active,1,24414,HPS-High Pressure Sodium,30 ft,24414,400,33,79,20.9,2007-07-21 00:00:00+00:00,21,7,2007
12066,11068382,2171.080422,2260.058171,392480,142763,2007/07/02 00:00:00+00,Regular Alley,Active,2,3F082DC,LED-Light Emitting Diode,35 ft,3F082DC,54,32,79,22.8,2007-07-02 00:00:00+00:00,2,7,2007
12067,11068382,1115.802078,1159.889506,395257,137412,2007/07/19 00:00:00+00,Simple Pendant,Active,1,23697,HPS-High Pressure Sodium,30 ft,23697,400,31,77,23.2,2007-07-19 00:00:00+00:00,19,7,2007
12068,11068382,1422.249,1469.085065,396154,137525,2007/07/23 00:00:00+00,Simple Pendant,Active,1,23733,HPS-High Pressure Sodium,30 ft,23733,400,31,74,25.1,2007-07-23 00:00:00+00:00,23,7,2007
12069,11001102,1583.794758,1654.955343,396225,137431,2007/07/23 00:00:00+00,Simple Pendant,Active,1,23812,HPS-High Pressure Sodium,30 ft,23812,400,31,77,20.7,2007-07-23 00:00:00+00:00,23,7,2007
12076,11000702,2102.751609,2221.992492,396227,137880,2007/06/25 00:00:00+00,Simple Pendant,Active,1,24526,HPS-High Pressure Sodium,30 ft,24526,400,35,75,11.1,2007-06-25 00:00:00+00:00,25,6,2007
12077,11037892,440.0652718,566.2379497,397826,144414,2007/05/18 00:00:00+00,Regular Alley,Active,2,4H268DC,LED-Light Emitting Diode,35 ft,4H268DC,30,36,79,14.4,2007-05-18 00:00:00+00:00,18,5,2007
12078,11068382,3092.874688,3102.405998,395828,137616,2007/06/29 00:00:00+00,Simple Pendant,Active,1,24793,HPS-High Pressure Sodium,30 ft,24793,400,35,78,15,2007-06-29 00:00:00+00:00,29,6,2007
12079,11068382,1692.084609,1722.104066,398117,144369,2007/05/21 00:00:00+00,WP Arm with Guy,Active,1,4H283DC,INC-Incandescent,35 ft,4H283DC,295,33,77,22.8,2007-05-21 00:00:00+00:00,21,5,2007
12080,11068382,3537.116562,3707.614368,397940,144573,2007/05/17 00:00:00+00,Regular Alley,Active,2,4H211DC,INC-Incandescent,35 ft,4H211DC,189,33,74,24.8,2007-05-17 00:00:00+00:00,17,5,2007
12082,11068382,3186.856119,3234.063251,397907,138311,2007/06/10 00:00:00+00,Simple Pendant,Active,1,25148,HPS-High Pressure Sodium,30 ft,25148,400,33,77,23.5,2007-06-10 00:00:00+00:00,10,6,2007
12083,11002302,1942.380452,2061.173152,398450,138135,2007/06/14 00:00:00+00,Simple Pendant,Active,1,25623,HPS-High Pressure Sodium,30 ft,25623,400,33,78,18.3,2007-06-14 00:00:00+00:00,14,6,2007
12085,11002202,1571.982,1621.151,397012,138099,2007/07/23 00:00:00+00,Simple Pendant,Active,1,26582,HPS-High Pressure Sodium,30 ft,26582,400,37,71,16.9,2007-07-23 00:00:00+00:00,23,7,2007
12086,11068382,856.5894623,941.1211801,396279,138538,2007/07/21 00:00:00+00,Regular Alley,Active,2,26818DC,LED-Light Emitting Diode,35 ft,26818DC,75,37,80,12.6,2007-07-21 00:00:00+00:00,21,7,2007
12087,11000602,1831.539945,1950.269982,396755,138428,2007/07/22 00:00:00+00,Regular Alley,Active,2,26502DC,LED-Light Emitting Diode,35 ft,26502DC,75,35,78,15.2,2007-07-22 00:00:00+00:00,22,7,2007
12088,11056552,27.62473445,96.49705268,397186,137704,2007/07/23 00:00:00+00,Simple Pendant,Active,1,26399,HPS-High Pressure Sodium,30 ft,26399,400,36,77,11.5,2007-07-23 00:00:00+00:00,23,7,2007
12089,11068382,486.9987524,531.9768964,396550,137593,2007/07/24 00:00:00+00,Simple Pendant,Active,1,26381,HPS-High Pressure Sodium,30 ft,26381,400,36,77,12.2,2007-07-24 00:00:00+00:00,24,7,2007
12090,11068382,628.3073905,812.3352894,396957,138577,2007/07/22 00:00:00+00,Regular Alley,Active,2,26518,HPS-High Pressure Sodium,28 ft,26518,100,37,77,17,2007-07-22 00:00:00+00:00,22,7,2007
12095,11068382,531.9768964,616.8672812,399383,141918,2007/05/09 00:00:00+00,WP Arm with Guy,Active,1,53631DC,HPS-High Pressure Sodium,35 ft,53631DC,150,36,74,16.5,2007-05-09 00:00:00+00:00,9,5,2007
12097,11000402,1728.917833,1772.761245,398259,137085,2007/06/05 00:00:00+00,Simple Teardrop,Active,1,6A983,LED-Light Emitting Diode,30 ft,6A983,215,36,75,15.4,2007-06-05 00:00:00+00:00,5,6,2007
12101,11000102,1915.756,2034.587,395397,139002,2007/06/16 00:00:00+00,Simple Pendant,Active,1,24065,HPS-High Pressure Sodium,30 ft,24065,150,34,79,15.2,2007-06-16 00:00:00+00:00,16,6,2007
12102,11068382,0,52.59579497,396102,138152,2007/06/29 00:00:00+00,Simple Pendant,Active,1,24837,HPS-High Pressure Sodium,30 ft,24837,400,33,80,9.4,2007-06-29 00:00:00+00:00,29,6,2007
12103,11068382,52.59579497,217.5516283,395973,138604,2007/06/19 00:00:00+00,Simple Pendant,Active,1,24209,HPS-High Pressure Sodium,30 ft,24209,400,34,82,10.2,2007-06-19 00:00:00+00:00,19,6,2007
12105,12070982,159.2608778,192.7356,395238,138916,2007/06/16 00:00:00+00,Truss,Active,1,24070,HPS-High Pressure Sodium,30 ft,24070,150,35,74,15.4,2007-06-16 00:00:00+00:00,16,6,2007
12106,12070982,144.5421572,159.2608778,398091,144369,2007/05/21 00:00:00+00,WP Arm with Guy,Active,1,4H282DC,HPS-High Pressure Sodium,35 ft,4H282DC,100,36,72,15.6,2007-05-21 00:00:00+00:00,21,5,2007
12107,12070982,91.71581691,144.5421572,399266,138869,2007/05/09 00:00:00+00,Regular Alley,Active,2,56360,HPS-High Pressure Sodium,28 ft,56360,70,36,76,16.5,2007-05-09 00:00:00+00:00,9,5,2007
