,ROUTEID,FROMMEASURE,TOMEASURE,XCOORD,YCOORD,ADDTOGIS,ARMSTYLE_DESC,ASSETSTATUS_DESC,ASSETTYPE,FACILITYID,LIGHTTYPE_DESC,POLEHEIGHT_DESC,STREETLIGHTID,WATTAGE1,MAXTEMP,HUMIDITY,WINDSPEED,date_timestamp,day,month,year
11683,11072862,1279.143464,1329.803487,397062,144608,2007/07/19 00:00:00+00,WP Arm with Guy,Active,1,4D360DC,HPS-High Pressure Sodium,35 ft,4D360DC,70,30,78,18.3,2007-07-19 00:00:00+00:00,19,7,2007
11687,11002202,1704.766,1787.36,395691,137806,2007/06/15 00:00:00+00,Simple Pendant,Active,1,23948,HPS-High Pressure Sodium,28 ft,23948,400,30,74,19.6,2007-06-15 00:00:00+00:00,15,6,2007
11689,11072862,2875.502909,2900.910729,398876,135230,2007/06/05 00:00:00+00,Simple Pendant,Active,7,21772,LED-Light Emitting Diode,30 ft,21772,215,30,77,20.7,2007-06-05 00:00:00+00:00,5,6,2007
11690,11059602,3170.382447,3274.189,398884,135300,2007/06/05 00:00:00+00,Truss,Active,1,21766,LED-Light Emitting Diode,30 ft,21766,215,32,76,15.2,2007-06-05 00:00:00+00:00,5,6,2007
11691,11072862,3090.038874,3184.983312,398901,135253,2007/06/05 00:00:00+00,Truss,Active,1,21764,LED-Light Emitting Diode,30 ft,21764,215,33,76,12.8,2007-06-05 00:00:00+00:00,5,6,2007
11692,11072862,2849.626801,2875.502909,398914,135204,2007/06/05 00:00:00+00,Simple Pendant,Active,1,21762,LED-Light Emitting Diode,30 ft,21762,215,33,80,16.1,2007-06-05 00:00:00+00:00,5,6,2007
11693,21025153,106.6591,194.4095153,398914,135248,2007/06/05 00:00:00+00,Simple Pendant,Active,1,21754,HPS-High Pressure Sodium,30 ft,21754,400,31,76,25.4,2007-06-05 00:00:00+00:00,5,6,2007
11694,11072862,2938.91291,3090.038874,397109,138464,2007/06/15 00:00:00+00,Simple Pendant,Active,1,26187,HPS-High Pressure Sodium,30 ft,26187,400,30,72,27.8,2007-06-15 00:00:00+00:00,15,6,2007
11699,11072862,3343.405334,3448.070131,398117,144823,2007/05/17 00:00:00+00,WP Arm with Guy,Active,1,4H122DC,INC-Incandescent,35 ft,4H122DC,295,31,78,24.6,2007-05-17 00:00:00+00:00,17,5,2007
11700,11072862,3284.1148,3343.405334,401942,137112,2007/05/14 00:00:00+00,Regular Alley,Active,2,59368,HPS-High Pressure Sodium,28 ft,59368,150,31,77,20.4,2007-05-14 00:00:00+00:00,14,5,2007
11709,11002002,1897.754549,2007.067916,398410,137419,2007/06/19 00:00:00+00,Regular Alley,Active,2,29175DC,HPS-High Pressure Sodium,35 ft,29175DC,70,30,81,17.2,2007-06-19 00:00:00+00:00,19,6,2007
11711,11072862,2272.101181,2383.717561,397791,138300,2007/06/10 00:00:00+00,Simple Pendant,Active,1,25167,HPS-High Pressure Sodium,30 ft,25167,400,33,79,21.3,2007-06-10 00:00:00+00:00,10,6,2007
11712,11072862,1816.97597,1873.679352,398645,137737,2007/06/16 00:00:00+00,Simple Pendant,Active,1,25992,HPS-High Pressure Sodium,30 ft,25992,400,33,80,15.9,2007-06-16 00:00:00+00:00,16,6,2007
11713,11072862,1767.004418,1816.97597,398517,138193,2007/06/16 00:00:00+00,Simple Pendant,Active,1,25982,HPS-High Pressure Sodium,30 ft,25982,250,32,79,16.9,2007-06-16 00:00:00+00:00,16,6,2007
11714,11001402,2274.649189,2320.654203,396317,138300,2007/06/16 00:00:00+00,Simple Pendant,Active,1,26231,HPS-High Pressure Sodium,30 ft,26231,400,33,78,13.7,2007-06-16 00:00:00+00:00,16,6,2007
11715,11072862,2212.948493,2272.101181,396908,143354,2007/05/23 00:00:00+00,Regular Alley,Active,2,4E473DC,HPS-High Pressure Sodium,35 ft,4E473DC,70,33,79,23.5,2007-05-23 00:00:00+00:00,23,5,2007
11716,11072862,2042.806187,2152.134296,396958,143326,2007/05/23 00:00:00+00,Regular Alley,Active,2,4E470DC,HPS-High Pressure Sodium,35 ft,4E470DC,70,33,78,16.1,2007-05-23 00:00:00+00:00,23,5,2007
11717,11001702,2443.828713,2489.428503,397343,142784,2007/05/15 00:00:00+00,WP Arm with Guy,Active,1,4E065DC,HPS-High Pressure Sodium,35 ft,4E065DC,250,34,80,15.4,2007-05-15 00:00:00+00:00,15,5,2007
11718,11072862,1873.679352,2042.806187,396940,143050,2007/05/23 00:00:00+00,Regular Alley,Active,2,4E446DC,LED-Light Emitting Diode,35 ft,4E446DC,60,35,79,11.5,2007-05-23 00:00:00+00:00,23,5,2007
11723,11052712,111.03219,164.4734743,396555,138186,2007/07/21 00:00:00+00,Regular Alley,Active,2,26478,LED-Light Emitting Diode,28 ft,26478,75,34,82,8.9,2007-07-21 00:00:00+00:00,21,7,2007
11731,11072862,1227.273366,1279.143464,396113,138365,2007/06/28 00:00:00+00,Simple Pendant,Active,1,27367,HPS-High Pressure Sodium,30 ft,27367,400,34,79,11.3,2007-06-28 00:00:00+00:00,28,6,2007
11734,11072862,1183.713921,1227.273366,396053,138465,2007/06/16 00:00:00+00,Simple Pendant,Active,1,26223,HPS-High Pressure Sodium,30 ft,26223,400,33,76,23.2,2007-06-16 00:00:00+00:00,16,6,2007
11735,11072862,1390.781824,1437.939186,398772,135052,2007/06/04 00:00:00+00,Simple Pendant,Active,1,21598,HPS-High Pressure Sodium,30 ft,21598,400,32,79,13,2007-06-04 00:00:00+00:00,4,6,2007
11737,11000802,803.576,967.916,397581,138331,2007/06/11 00:00:00+00,Simple Pendant,Active,1,25331,HPS-High Pressure Sodium,30 ft,25331,400,33,81,12.8,2007-06-11 00:00:00+00:00,11,6,2007
11738,11072862,963.0794872,1001.941764,397119,141930,2007/05/20 00:00:00+00,Regular Alley,Active,2,4F617DC,INC-Incandescent,35 ft,4F617DC,189,33,82,10.9,2007-05-20 00:00:00+00:00,20,5,2007
11739,11072862,1049.601605,1092.941741,397999,137982,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25789,HPS-High Pressure Sodium,30 ft,25789,400,34,79,13,2007-06-15 00:00:00+00:00,15,6,2007
11740,11072862,874.5572705,922.1414239,397721,137982,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25785,HPS-High Pressure Sodium,30 ft,25785,400,35,77,7.2,2007-06-15 00:00:00+00:00,15,6,2007
11742,11000702,2221.992492,2386.092776,397966,138079,2007/06/18 00:00:00+00,Regular Alley,Active,2,26054DC,LED-Light Emitting Diode,35 ft,26054DC,30,33,79,13.3,2007-06-18 00:00:00+00:00,18,6,2007
11744,11072862,922.1414239,963.0794872,397704,138353,2007/06/11 00:00:00+00,Regular Alley,Active,2,25359,LED-Light Emitting Diode,28 ft,25359,35,33,79,10.6,2007-06-11 00:00:00+00:00,11,6,2007
11745,12062462,437.3417056,453.6639136,397419,137701,2007/06/10 00:00:00+00,Simple Pendant,Active,1,25103,HPS-High Pressure Sodium,30 ft,25103,400,33,88,9.1,2007-06-10 00:00:00+00:00,10,6,2007
11746,11001102,1755.227413,1818.807079,395328,138991,2007/06/16 00:00:00+00,Truss,Active,1,24067,HPS-High Pressure Sodium,30 ft,24067,150,33,85,11.1,2007-06-16 00:00:00+00:00,16,6,2007
11749,11000602,1993.946334,2114.440194,396378,141753,2007/05/20 00:00:00+00,Regular Alley,Active,2,4F568DC,INC-Incandescent,35 ft,4F568DC,189,35,80,9.8,2007-05-20 00:00:00+00:00,20,5,2007
11750,11036722,55.46585126,75.82463498,396492,142185,2007/05/18 00:00:00+00,WP Arm with Guy,Active,1,4F428DC,HPS-High Pressure Sodium,35 ft,4F428DC,100,34,79,10.2,2007-05-18 00:00:00+00:00,18,5,2007
11751,11072862,0,203.3936935,394307,137401,2007/06/12 00:00:00+00,Regular Alley,Active,2,21181,INC-Incandescent,28 ft,21181,189,34,82,11.1,2007-06-12 00:00:00+00:00,12,6,2007
11754,11072862,745.6047542,789.7172424,398403,138310,2007/06/14 00:00:00+00,Simple Pendant,Active,1,25641,HPS-High Pressure Sodium,30 ft,25641,400,31,88,4.4,2007-06-14 00:00:00+00:00,14,6,2007
11756,11072862,465.3453149,510.6880266,397580,138028,2007/06/10 00:00:00+00,Simple Pendant,Active,1,25174,HPS-High Pressure Sodium,30 ft,25174,400,32,85,4.6,2007-06-10 00:00:00+00:00,10,6,2007
11757,11000302,1843.836,1925.986,391300,141701,2009/08/05 00:00:00+00,Simple Pendant,Active,1,34098,HPS-High Pressure Sodium,30 ft,34098,250,34,81,9.4,2009-08-05 00:00:00+00:00,5,8,2009
11759,11072862,332.6954417,418.5814811,390653,139723,2007/06/23 00:00:00+00,Simple Pendant,Active,1,30222,LED-Light Emitting Diode,30 ft,30222,215,35,81,13.1,2007-06-23 00:00:00+00:00,23,6,2007
11760,11072862,510.6880266,551.0653846,390469,139950,2007/06/23 00:00:00+00,Simple Pendant,Active,1,30230,LED-Light Emitting Diode,30 ft,30230,215,35,85,9.8,2007-06-23 00:00:00+00:00,23,6,2007
11762,11000402,1879.088356,1936.929435,393901,137457,2007/06/01 00:00:00+00,Simple Pendant,Active,1,20371,HPS-High Pressure Sodium,30 ft,20371,250,33,82,6.9,2007-06-01 00:00:00+00:00,1,6,2007
11768,12072862,217.0766727,369.7378045,399343,139652,2007/05/03 00:00:00+00,Regular Alley,Active,2,53368,HPS-High Pressure Sodium,28 ft,53368,100,33,90,7.4,2007-05-03 00:00:00+00:00,3,5,2007
11772,15065322,1741.884882,1777.47365,398228,138066,2007/06/18 00:00:00+00,Regular Alley,Active,2,26077DC,HPS-High Pressure Sodium,35 ft,26077DC,70,35,80,9.3,2007-06-18 00:00:00+00:00,18,6,2007
11774,11002302,2201.694164,2272.167377,397665,138151,2007/06/11 00:00:00+00,Simple Pendant,Active,1,25251,HPS-High Pressure Sodium,30 ft,25251,400,34,82,9.3,2007-06-11 00:00:00+00:00,11,6,2007
11775,11072862,3448.070131,3631.688049,397243,138298,2007/06/10 00:00:00+00,Simple Teardrop,Active,1,25160,LED-Light Emitting Diode,28 ft,25160,150,35,81,8.9,2007-06-10 00:00:00+00:00,10,6,2007
11776,12092622,1218.176,1308.019,397604,135234,2007/06/06 00:00:00+00,Simple Teardrop,Active,1,21899,HPS-High Pressure Sodium,30 ft,21899,400,34,84,7.6,2007-06-06 00:00:00+00:00,6,6,2007
11779,12051802A,1177.566618,1232.729335,396770,134649,2007/06/07 00:00:00+00,Truss,Active,1,21968,LED-Light Emitting Diode,40 ft,21968,215,36,86,4.3,2007-06-07 00:00:00+00:00,7,6,2007
11780,12025932,162.2986491,251.3023887,397368,135015,2007/06/06 00:00:00+00,Simple Pendant,Active,1,21912,HPS-High Pressure Sodium,30 ft,21912,400,35,82,7,2007-06-06 00:00:00+00:00,6,6,2007
11781,12062462,453.6639136,482.8511577,398907,135270,2007/06/05 00:00:00+00,Simple Pendant,Active,1,21753,HPS-High Pressure Sodium,30 ft,21753,400,36,82,7.4,2007-06-05 00:00:00+00:00,5,6,2007
11782,12064672,423.2383451,1017.783685,398892,135312,2007/06/05 00:00:00+00,Simple Pendant,Active,1,21750,HPS-High Pressure Sodium,30 ft,21750,400,34,81,9.1,2007-06-05 00:00:00+00:00,5,6,2007
11783,12000402,2364.931811,2418.768089,396914,141978,2007/05/20 00:00:00+00,Regular Alley,Active,2,4F596DC,HPS-High Pressure Sodium,35 ft,4F596DC,70,34,81,10.9,2007-05-20 00:00:00+00:00,20,5,2007
11784,11037892,735.6234256,745.1295823,397245,137884,2007/06/10 00:00:00+00,Simple Teardrop,Active,1,25170,LED-Light Emitting Diode,28 ft,25170,150,34,78,6.5,2007-06-10 00:00:00+00:00,10,6,2007
11785,11036722,0,55.46585126,398118,137221,2007/06/16 00:00:00+00,Simple Pendant,Active,1,25974,HPS-High Pressure Sodium,30 ft,25974,400,34,82,8.3,2007-06-16 00:00:00+00:00,16,6,2007
11786,11002702,749.8125344,805.2480976,398443,138275,2007/06/18 00:00:00+00,Regular Alley,Active,2,26096,HPS-High Pressure Sodium,28 ft,26096,100,34,78,10.2,2007-06-18 00:00:00+00:00,18,6,2007
11787,11084112,0,66.02909746,398535,138129,2007/06/16 00:00:00+00,Simple Pendant,Active,1,25983,HPS-High Pressure Sodium,30 ft,25983,250,35,78,11.1,2007-06-16 00:00:00+00:00,16,6,2007
11789,12017552,228.4121926,322.4191788,396412,136938,2007/06/19 00:00:00+00,Simple Pendant,Active,1,28063,LED-Light Emitting Diode,30 ft,28063,215,34,76,15.7,2007-06-19 00:00:00+00:00,19,6,2007
11792,11003402,705.4531123,732.485538,397508,144265,2007/05/29 00:00:00+00,Simple Pendant,Active,1,4N827,HPS-High Pressure Sodium,30 ft,4N827,400,33,82,7.4,2007-05-29 00:00:00+00:00,29,5,2007
11793,11037892,699.0249096,735.6234256,397794,144241,2012/01/13 00:00:00+00,WP Arm with Guy,Active,1,4N006DC,HPS-High Pressure Sodium,35 ft,4N006DC,250,33,90,8.9,2012-01-13 00:00:00+00:00,13,1,2012
11797,11075462,1609.723281,1667.69761,397614,143667,2007/05/21 00:00:00+00,Simple Teardrop,Active,1,4N118,HPS-High Pressure Sodium,30 ft,4N118,250,34,78,7.4,2007-05-21 00:00:00+00:00,21,5,2007
11798,11003002,1055.472645,1097.81329,397215,137716,2007/06/13 00:00:00+00,Simple Teardrop,Active,1,25616,LED-Light Emitting Diode,28 ft,25616,150,34,78,11.5,2007-06-13 00:00:00+00:00,13,6,2007
11799,11089442,860.1571,945.3183085,398508,137981,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25796,HPS-High Pressure Sodium,30 ft,25796,250,36,81,10.6,2007-06-15 00:00:00+00:00,15,6,2007
11803,11004502,45.09394373,84.29273796,397836,137852,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25822,HPS-High Pressure Sodium,30 ft,25822,250,35,83,12.6,2007-06-15 00:00:00+00:00,15,6,2007
11805,12036722,0,98.87011615,397553,137852,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25818,HPS-High Pressure Sodium,30 ft,25818,400,33,87,5.2,2007-06-15 00:00:00+00:00,15,6,2007
11810,12020342,0,144.5185,398194,137982,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25791,HPS-High Pressure Sodium,30 ft,25791,250,32,86,8.9,2007-06-15 00:00:00+00:00,15,6,2007
11811,11086342,515.907,562.285,396377,143821,2007/07/25 00:00:00+00,Simple Pendant,Active,1,4A763,HPS-High Pressure Sodium,30 ft,4A763,250,33,81,11.5,2007-07-25 00:00:00+00:00,25,7,2007
11812,11072862,4777.980714,4838.225689,396571,143910,2007/07/25 00:00:00+00,Simple Pendant,Active,1,4A769,HPS-High Pressure Sodium,30 ft,4A769,250,33,79,19.1,2007-07-25 00:00:00+00:00,25,7,2007
11813,11003302,669.2293543,778.4372697,396406,143842,2007/07/25 00:00:00+00,Simple Pendant,Active,1,4A764,HPS-High Pressure Sodium,30 ft,4A764,250,34,83,6.3,2007-07-25 00:00:00+00:00,25,7,2007
11814,12011992,541.4017729,1121.650352,396290,143757,2007/07/25 00:00:00+00,Simple Pendant,Active,1,4A760,HPS-High Pressure Sodium,30 ft,4A760,250,34,83,10,2007-07-25 00:00:00+00:00,25,7,2007
11815,11072862,4838.225689,4930.693048,397498,143826,2007/05/17 00:00:00+00,Wood pole Truss,Active,1,4E221DC,LED-Light Emitting Diode,35 ft,4E221DC,110,32,83,6.5,2007-05-17 00:00:00+00:00,17,5,2007
11816,11059022,44.34277844,123.7880104,397786,143348,2007/05/28 00:00:00+00,Regular Alley,Active,2,4N706DC,HPS-High Pressure Sodium,35 ft,4N706DC,70,34,83,5.6,2007-05-28 00:00:00+00:00,28,5,2007
11817,11059602,3004.718725,3170.382447,397561,144121,2007/05/29 00:00:00+00,Wood pole Truss,Active,1,4N812DC,HPS-High Pressure Sodium,35 ft,4N812DC,400,33,81,13.1,2007-05-29 00:00:00+00:00,29,5,2007
11822,11003402,652.475608,705.4531123,395668,137783,2007/06/15 00:00:00+00,Simple Pendant,Active,1,23947,HPS-High Pressure Sodium,30 ft,23947,400,34,82,10.6,2007-06-15 00:00:00+00:00,15,6,2007
11823,11072862,4930.693048,4986.540804,395774,138065,2007/06/21 00:00:00+00,Simple Pendant,Active,1,24270,HPS-High Pressure Sodium,30 ft,24270,400,33,83,13.5,2007-06-21 00:00:00+00:00,21,6,2007
11827,11072862,5144.264774,5200.214301,395379,136716,2007/06/21 00:00:00+00,Simple Pendant,Active,1,28486,HPS-High Pressure Sodium,30 ft,28486,100,35,79,13.5,2007-06-21 00:00:00+00:00,21,6,2007
11829,11072862,5076.233482,5090.389744,397681,134982,2007/07/13 00:00:00+00,Simple Pendant,Active,1,28697,LED-Light Emitting Diode,40 ft,28697,215,34,81,13.3,2007-07-13 00:00:00+00:00,13,7,2007
11840,11075462,1667.69761,1677.664612,390769,140915,2007/06/22 00:00:00+00,Decorated Wrap,Active,1,3M074,LED-Light Emitting Diode,30 ft,3M074,200,33,79,13.5,2007-06-22 00:00:00+00:00,22,6,2007
11841,12004502,994.8236,1060.659278,398205,143417,2007/05/21 00:00:00+00,Simple Pendant,Active,1,4N109,HPS-High Pressure Sodium,30 ft,4N109,250,36,79,10.2,2007-05-21 00:00:00+00:00,21,5,2007
11842,11037892,626.0245826,699.0249096,397290,142386,2007/05/31 00:00:00+00,Regular Alley,Active,2,4R274DC,HPS-High Pressure Sodium,35 ft,4R274DC,70,37,79,11.9,2007-05-31 00:00:00+00:00,31,5,2007
11843,11072862,5274.834761,5389.534632,397073,141666,2007/05/16 00:00:00+00,Simple Pendant,Active,1,4F164,LED-Light Emitting Diode,30 ft,4F164,110,35,80,12.6,2007-05-16 00:00:00+00:00,16,5,2007
11844,11075462,1677.664612,1708.905463,396657,141796,2007/05/16 00:00:00+00,Wood pole Truss,Active,1,4F091DC,INC-Incandescent,35 ft,4F091DC,295,34,78,13.7,2007-05-16 00:00:00+00:00,16,5,2007
11845,36002952,0,74.6256,398278,143393,2007/05/29 00:00:00+00,Simple Pendant,Active,1,4N842,HPS-High Pressure Sodium,30 ft,4N842,250,33,80,12.4,2007-05-29 00:00:00+00:00,29,5,2007
11846,12051802A,1034.423369,1177.566618,397678,143638,2007/05/21 00:00:00+00,Simple Teardrop,Active,1,4N117,HPS-High Pressure Sodium,30 ft,4N117,250,34,81,10.9,2007-05-21 00:00:00+00:00,21,5,2007
11853,11048102,0,78.58782125,397571,135305,2007/06/06 00:00:00+00,Simple Pendant,Active,1,21896,HPS-High Pressure Sodium,30 ft,21896,400,34,87,12.4,2007-06-06 00:00:00+00:00,6,6,2007
11854,12069742,0,45.3315282,397516,135244,2007/06/06 00:00:00+00,Simple Pendant,Active,1,21960,HPS-High Pressure Sodium,30 ft,21960,250,33,90,8,2007-06-06 00:00:00+00:00,6,6,2007
11856,12067082,236.1266006,283.36965,397912,137795,2007/06/12 00:00:00+00,Simple Pendant,Active,1,25424,HPS-High Pressure Sodium,30 ft,25424,400,34,84,11.9,2007-06-12 00:00:00+00:00,12,6,2007
11857,36001912,0,50.72938883,397912,137899,2007/06/12 00:00:00+00,Simple Pendant,Active,1,25422,HPS-High Pressure Sodium,30 ft,25422,400,35,86,11.3,2007-06-12 00:00:00+00:00,12,6,2007
11858,11000402,1772.761245,1879.088356,395414,145226,2007/07/26 00:00:00+00,Simple WP,Active,1,4A014DC,HPS-High Pressure Sodium,35 ft,4A014DC,250,34,89,6.7,2007-07-26 00:00:00+00:00,26,7,2007
11861,11002702,706.926355,749.8125344,395831,138027,2007/06/21 00:00:00+00,Regular Alley,Active,2,24333,HPS-High Pressure Sodium,28 ft,24333,100,33,85,13.5,2007-06-21 00:00:00+00:00,21,6,2007
11862,12043582,92.83907926,156.0855478,395863,137734,2007/06/25 00:00:00+00,Regular Alley,Active,2,24494,LED-Light Emitting Diode,28 ft,24494,75,34,82,10.9,2007-06-25 00:00:00+00:00,25,6,2007
11865,12032172,57.12142983,155.9287968,395465,138996,2007/06/16 00:00:00+00,Truss,Active,1,24062,HPS-High Pressure Sodium,30 ft,24062,150,34,86,9.8,2007-06-16 00:00:00+00:00,16,6,2007
11866,36001922,0,151.7573,398287,137848,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25830,HPS-High Pressure Sodium,30 ft,25830,400,34,83,8.5,2007-06-15 00:00:00+00:00,15,6,2007
11867,11076632,2676.440917,2820.684498,398018,137848,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25826,HPS-High Pressure Sodium,30 ft,25826,250,33,84,10.4,2007-06-15 00:00:00+00:00,15,6,2007
11868,11072862,4018.262693,4110.565983,396979,138054,2007/06/19 00:00:00+00,Simple Pendant,Active,1,26321,HPS-High Pressure Sodium,30 ft,26321,250,35,82,7.6,2007-06-19 00:00:00+00:00,19,6,2007
11869,11002802,537.4344628,622.3607013,396933,138641,2007/06/15 00:00:00+00,Truss,Active,1,26131,HPS-High Pressure Sodium,30 ft,26131,400,35,84,10,2007-06-15 00:00:00+00:00,15,6,2007
11872,11072862,4110.565983,4202.234327,396752,138147,2007/06/16 00:00:00+00,Simple Pendant,Active,1,26302,HPS-High Pressure Sodium,30 ft,26302,400,34,88,5.7,2007-06-16 00:00:00+00:00,16,6,2007
11874,11003002,973.7816665,1055.472645,396548,138300,2007/06/16 00:00:00+00,Simple Pendant,Active,1,26239,HPS-High Pressure Sodium,30 ft,26239,400,34,86,10.9,2007-06-16 00:00:00+00:00,16,6,2007
11876,11064282,2097.802474,2129.419931,396154,138024,2007/06/20 00:00:00+00,Simple Pendant,Active,1,24276,HPS-High Pressure Sodium,30 ft,24276,400,34,89,6.1,2007-06-20 00:00:00+00:00,20,6,2007
11878,11004502,0,45.09394373,399376,139699,2007/05/03 00:00:00+00,Regular Alley,Active,2,53372,HPS-High Pressure Sodium,28 ft,53372,100,35,82,11.1,2007-05-03 00:00:00+00:00,3,5,2007
11879,36001412,0,50.61,399267,139659,2007/05/03 00:00:00+00,Regular Alley,Active,2,53403,HPS-High Pressure Sodium,28 ft,53403,100,34,84,8.5,2007-05-03 00:00:00+00:00,3,5,2007
11881,36001432,0,49.701,397740,137900,2007/06/11 00:00:00+00,Simple Pendant,Active,1,25298,HPS-High Pressure Sodium,30 ft,25298,250,34,85,12,2007-06-11 00:00:00+00:00,11,6,2007
11882,11072862,4358.026115,4435.504755,397740,137968,2007/06/11 00:00:00+00,Simple Pendant,Active,1,25297,HPS-High Pressure Sodium,30 ft,25297,400,34,81,13,2007-06-11 00:00:00+00:00,11,6,2007
11883,11072862,4435.504755,4546.363336,397650,135093,2007/07/25 00:00:00+00,Simple Teardrop,Active,1,21982,HPS-High Pressure Sodium,30 ft,21982,400,34,79,18,2007-07-25 00:00:00+00:00,25,7,2007
11884,11003102,798.1549619,884.6539676,398154,135231,2007/07/25 00:00:00+00,Simple Pendant,Active,1,21620,HPS-High Pressure Sodium,30 ft,21620,400,35,83,7.6,2007-07-25 00:00:00+00:00,25,7,2007
11885,11072862,4546.363336,4598.229294,397573,135079,2007/07/25 00:00:00+00,Simple Pendant,Active,1,21906,HPS-High Pressure Sodium,30 ft,21906,400,33,84,12,2007-07-25 00:00:00+00:00,25,7,2007
11886,12062462,621.8486,653.4877518,396666,137149,2007/07/23 00:00:00+00,Simple Pendant,Active,1,23469,HPS-High Pressure Sodium,30 ft,23469,400,37,77,10.4,2007-07-23 00:00:00+00:00,23,7,2007
11889,11072862,4598.229294,4638.206051,395990,136990,2007/06/19 00:00:00+00,Simple Pendant,Active,1,28078,LED-Light Emitting Diode,30 ft,28078,200,34,84,9.1,2007-06-19 00:00:00+00:00,19,6,2007
11892,11086342A,0,70.293,395965,138300,2007/06/18 00:00:00+00,Simple Pendant,Active,1,24143,HPS-High Pressure Sodium,30 ft,24143,150,36,82,11.5,2007-06-18 00:00:00+00:00,18,6,2007
11895,12069742,45.3315282,103.6236165,396100,137903,2007/06/25 00:00:00+00,Simple Pendant,Active,1,24511,HPS-High Pressure Sodium,30 ft,24511,400,35,85,12.6,2007-06-25 00:00:00+00:00,25,6,2007
11896,11002202,1621.151,1704.766,395510,138358,2007/06/20 00:00:00+00,Simple Pendant,Active,1,24255,HPS-High Pressure Sodium,30 ft,24255,250,32,89,7.8,2007-06-20 00:00:00+00:00,20,6,2007
11900,11023402,225.720755,396.0723636,394875,138929,2007/06/15 00:00:00+00,Truss,Active,1,29149,HPS-High Pressure Sodium,30 ft,29149,250,34,85,7.4,2007-06-15 00:00:00+00:00,15,6,2007
11904,11001402,2201.470533,2238.303967,398206,137866,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25842,HPS-High Pressure Sodium,30 ft,25842,250,36,82,10,2007-06-15 00:00:00+00:00,15,6,2007
11905,11023402,455.5105,501.7984313,398603,137865,2007/06/15 00:00:00+00,Simple Pendant,Active,1,25834,HPS-High Pressure Sodium,30 ft,25834,250,33,82,10.4,2007-06-15 00:00:00+00:00,15,6,2007
11906,11001702,2369.723068,2407.148026,396535,142098,2007/05/16 00:00:00+00,Regular Alley,Active,2,4F055DC,HPS-High Pressure Sodium,35 ft,4F055DC,70,33,89,11.1,2007-05-16 00:00:00+00:00,16,5,2007
11907,11001602,1151.12152,1187.298074,396922,142422,2007/05/20 00:00:00+00,Simple Pendant,Active,1,4F643,HPS-High Pressure Sodium,30 ft,4F643,100,34,87,7.6,2007-05-20 00:00:00+00:00,20,5,2007
11908,11086342,143.914,515.907,396833,141594,2007/05/18 00:00:00+00,Simple Pendant,Active,1,4F498,HPS-High Pressure Sodium,30 ft,4F498,400,34,89,7.4,2007-05-18 00:00:00+00:00,18,5,2007
11909,11014102,399.0324305,486.6989816,396049,141466,2007/05/16 00:00:00+00,Wood pole Truss,Active,1,4F204DC,INC-Incandescent,35 ft,4F204DC,295,34,84,10,2007-05-16 00:00:00+00:00,16,5,2007
11912,11000302,1761.806,1843.836,398385,138415,2007/06/10 00:00:00+00,Simple Pendant,Active,1,25195,HPS-High Pressure Sodium,30 ft,25195,400,33,84,9.6,2007-06-10 00:00:00+00:00,10,6,2007
11914,11014102,52.91069669,227.1895251,395890,137933,2007/06/21 00:00:00+00,Regular Alley,Active,2,24345,LED-Light Emitting Diode,28 ft,24345,75,33,83,9.1,2007-06-21 00:00:00+00:00,21,6,2007
11916,11014102,227.1895251,269.8915163,395612,138195,2007/06/15 00:00:00+00,Simple Pendant,Active,1,23962,HPS-High Pressure Sodium,30 ft,23962,250,32,89,8.1,2007-06-15 00:00:00+00:00,15,6,2007
11924,12025932,102.5032392,162.2986491,398261,135231,2007/06/03 00:00:00+00,Simple Pendant,Active,1,21506,HPS-High Pressure Sodium,30 ft,21506,400,28,83,10.6,2007-06-03 00:00:00+00:00,3,6,2007
11925,11052712,0,75.37340779,397288,135245,2007/06/06 00:00:00+00,Simple Pendant,Active,1,21952,HPS-High Pressure Sodium,30 ft,21952,250,28,83,10.6,2007-06-06 00:00:00+00:00,6,6,2007
11930,11031202,185.6137894,228.3371929,398186,135038,2007/06/04 00:00:00+00,Simple Pendant,Active,1,21616,HPS-High Pressure Sodium,30 ft,21616,400,32,79,16.5,2007-06-04 00:00:00+00:00,4,6,2007
11931,12009132,0,20.6363,398235,135038,2007/06/04 00:00:00+00,Simple Pendant,Active,1,21614,HPS-High Pressure Sodium,30 ft,21614,400,32,86,12.2,2007-06-04 00:00:00+00:00,4,6,2007
11932,11003402,596.0716521,652.475608,398261,135052,2007/06/04 00:00:00+00,Decorated Wrap,Active,1,21613,HPS-High Pressure Sodium,30 ft,21613,400,32,82,9.8,2007-06-04 00:00:00+00:00,4,6,2007
